Name,State,County,School_district,Total,pop_spanish,pop_french,pop_slavic,pop_arabic,pop_chinese,pop_korean,pop_unspecified,Eng_only,Eng_only_per,Dual_language,Dual_language_per,Eng_limited_ability,Eng_limited_ability_per,object_id,TARGET_FID,Geographic_Identifier___FIPS_Code,Shape_Length,Shape_Area,pop_indo_european,pop_asian,sch_arabic,sch_chinese,sch_french,sch_indo_european,sch_korean,sch_other,sch_slavic,sch_spanish,sch_asian,sch_unspecified,largest_language,largest_value,largest_per,prop_spanish,prop_french,prop_indo_european,prop_slavic,prop_arabic,prop_chinese,prop_korean,prop_asian,prop_unspecified,most_school,most_value,prop_lower_language_nan,prop_lower_value_nan,prop_major_language_value
Census Tract 74,New York,Kings County,20,5262,2596,0,0,152,1322,0,7,1100,20.9,1068,20.3,3094,58.8,424,71148,36047007400,37895.6101190241,39185569.446169086,16,69,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,2596,49.33,216.33,0.0,8.0,0.0,76.0,66.1,0.0,0.0,0.0,chinese,20.0,indo_european,8.0,216.33
Census Tract 75,New York,Kings County,15,4410,442,131,44,18,118,0,36,3478,78.9,804,18.2,128,2.9,425,71149,36047007500,61683.634535801226,31703832.805280484,95,48,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,442,10.02,21.05,65.5,0.0,0.0,0.0,19.67,0.0,0.0,0.0,spanish,21.0,chinese,19.67,21.05
Census Tract 76,New York,Kings County,20,4244,2715,26,26,0,831,24,15,607,14.3,673,15.9,2964,69.8,426,71150,36047007600,37895.6101190241,39185569.446169086,0,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,2715,63.97,226.25,0.0,0.0,26.0,0.0,41.55,0.0,0.0,0.0,chinese,20.0,slavic,26.0,226.25
Census Tract 77,New York,Kings County,15,5753,416,53,89,0,1,9,93,4620,80.3,860,14.9,273,4.7,427,71151,36047007700,61683.634535801226,31703832.805280484,419,53,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,indo_european,419,7.28,19.81,26.5,0.0,0.0,0.0,0.17,0.0,0.0,0.0,spanish,21.0,chinese,0.17,0.0
Census Tract 78,New York,Kings County,15,4767,3379,0,0,0,141,0,0,1099,23.1,1135,23.8,2533,53.1,428,71152,36047007800,61683.634535801226,31703832.805280484,73,75,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,3379,70.88,160.9,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,spanish,21.0,chinese,23.5,160.9
Census Tract 80,New York,Kings County,15,3391,2002,12,22,16,234,10,55,1001,29.5,1098,32.4,1292,38.1,429,71153,36047008000,61683.634535801226,31703832.805280484,0,39,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,2002,59.04,95.33,6.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,spanish,21.0,french,6.0,95.33
Census Tract 82,New York,Kings County,15,3686,2165,18,32,0,165,35,0,1172,31.8,1316,35.7,1198,32.5,430,71154,36047008200,61683.634535801226,31703832.805280484,67,32,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,2165,58.74,103.1,9.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,spanish,21.0,french,9.0,103.1
Census Tract 84,New York,Kings County,15,3091,1966,0,27,0,132,0,35,835,27.0,1002,32.4,1254,40.6,431,71155,36047008400,61683.634535801226,31703832.805280484,18,78,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,1966,63.6,93.62,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,spanish,21.0,chinese,22.0,93.62
Census Tract 85,New York,Kings County,15,7071,1740,472,0,24,372,0,0,4463,63.1,1014,14.3,1594,22.5,432,71156,36047008500,61683.634535801226,31703832.805280484,0,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,1740,24.61,82.86,236.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,spanish,21.0,chinese,62.0,82.86
Census Tract 86,New York,Kings County,15,0,0,0,0,0,0,0,0,0,,0,,0,,433,71157,36047008600,61683.634535801226,31703832.805280484,0,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,21.0,,,0.0
Census Tract 88,New York,Kings County,15,2392,949,34,95,0,118,0,0,1153,48.2,489,20.4,750,31.4,434,71158,36047008800,61683.634535801226,31703832.805280484,0,43,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,949,39.67,45.19,17.0,0.0,0.0,0.0,19.67,0.0,0.0,0.0,spanish,21.0,french,17.0,45.19
Census Tract 90.01,New York,Kings County,15,1291,775,0,32,0,189,0,24,228,17.7,411,31.8,652,50.5,435,71159,36047009001,61683.634535801226,31703832.805280484,30,13,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,775,60.03,36.9,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,spanish,21.0,chinese,31.5,36.9
Census Tract 90.02,New York,Kings County,15,1471,680,0,0,0,390,10,0,297,20.2,399,27.1,775,52.7,436,71160,36047009002,61683.634535801226,31703832.805280484,7,87,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,680,46.23,32.38,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,spanish,21.0,spanish,32.38,32.38
Census Tract 92.01,New York,Kings County,15,1670,165,9,0,0,1096,30,9,328,19.6,400,24.0,942,56.4,437,71161,36047009201,61683.634535801226,31703832.805280484,0,33,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,chinese,1096,65.63,7.86,4.5,0.0,0.0,0.0,182.67,0.0,0.0,0.0,spanish,21.0,french,4.5,182.67
Census Tract 92.02,New York,Kings County,15,2731,1523,0,0,0,404,0,17,400,14.6,859,31.5,1472,53.9,438,71162,36047009202,61683.634535801226,31703832.805280484,234,153,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,1523,55.77,72.52,0.0,0.0,0.0,0.0,67.33,0.0,0.0,0.0,spanish,21.0,chinese,67.33,72.52
Census Tract 94.01,New York,Kings County,15,1860,346,0,11,0,1056,0,0,422,22.7,469,25.2,969,52.1,439,71163,36047009401,61683.634535801226,31703832.805280484,25,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,chinese,1056,56.77,16.48,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,spanish,21.0,spanish,16.48,176.0
Census Tract 94.02,New York,Kings County,20,2883,300,34,276,11,1256,0,31,392,13.6,503,17.4,1988,69.0,440,71164,36047009402,37895.6101190241,39185569.446169086,583,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1256,43.57,25.0,0.0,291.5,276.0,5.5,62.8,0.0,0.0,0.0,chinese,20.0,arabic,5.5,62.8
Census Tract 96,New York,Kings County,15,5726,1913,0,39,0,1744,3,18,1827,31.9,920,16.1,2979,52.0,441,71165,36047009600,61683.634535801226,31703832.805280484,75,107,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,1913,33.41,91.1,0.0,0.0,0.0,0.0,290.67,0.0,0.0,0.0,spanish,21.0,spanish,91.1,91.1
Census Tract 98,New York,Kings County,15,6509,3577,0,0,0,2474,0,0,458,7.0,959,14.7,5092,78.2,442,71166,36047009800,61683.634535801226,31703832.805280484,0,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,3577,54.95,170.33,0.0,0.0,0.0,0.0,412.33,0.0,0.0,0.0,spanish,21.0,spanish,170.33,170.33
Census Tract 100,New York,Kings County,20,5105,1720,0,15,16,2578,0,0,617,12.1,451,8.8,4037,79.1,443,71167,36047010000,37895.6101190241,39185569.446169086,159,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,2578,50.5,143.33,0.0,79.5,15.0,8.0,128.9,0.0,0.0,0.0,chinese,20.0,arabic,8.0,128.9
Census Tract 101,New York,Kings County,15,4311,2202,12,97,71,66,0,0,1845,42.8,1237,28.7,1229,28.5,444,71168,36047010100,61683.634535801226,31703832.805280484,0,18,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,2202,51.08,104.86,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,spanish,21.0,french,6.0,104.86
Census Tract 102,New York,Kings County,20,4312,789,0,53,0,2862,0,24,563,13.1,542,12.6,3207,74.4,445,71169,36047010200,37895.6101190241,39185569.446169086,21,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,2862,66.37,65.75,0.0,10.5,53.0,0.0,143.1,0.0,0.0,0.0,chinese,20.0,indo_european,10.5,143.1
Census Tract 104.01,New York,Kings County,20,2056,222,0,14,0,1496,0,0,199,9.7,369,17.9,1488,72.4,446,71170,36047010401,37895.6101190241,39185569.446169086,35,90,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1496,72.76,18.5,0.0,17.5,14.0,0.0,74.8,0.0,0.0,0.0,chinese,20.0,slavic,14.0,74.8
Census Tract 104.02,New York,Kings County,20,1813,66,17,0,6,1443,0,0,113,6.2,232,12.8,1468,81.0,447,71171,36047010402,37895.6101190241,39185569.446169086,161,7,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1443,79.59,5.5,0.0,80.5,0.0,3.0,72.15,0.0,0.0,0.0,chinese,20.0,arabic,3.0,72.15
Census Tract 106.01,New York,Kings County,20,2150,238,0,0,0,1427,0,0,410,19.1,343,16.0,1397,65.0,448,71172,36047010601,37895.6101190241,39185569.446169086,30,45,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1427,66.37,19.83,0.0,15.0,0.0,0.0,71.35,0.0,0.0,0.0,chinese,20.0,indo_european,15.0,71.35
Census Tract 106.02,New York,Kings County,20,2084,56,0,0,0,1855,0,0,120,5.8,204,9.8,1760,84.5,449,71173,36047010602,37895.6101190241,39185569.446169086,44,9,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1855,89.01,4.67,0.0,22.0,0.0,0.0,92.75,0.0,0.0,0.0,chinese,20.0,spanish,4.67,92.75
Census Tract 108.01,New York,Kings County,15,1835,238,0,0,0,1259,0,58,248,13.5,166,9.0,1421,77.4,450,71174,36047010801,61683.634535801226,31703832.805280484,32,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,chinese,1259,68.61,11.33,0.0,0.0,0.0,0.0,209.83,0.0,0.0,0.0,spanish,21.0,spanish,11.33,209.83
Census Tract 108.02,New York,Kings County,20,2461,181,0,30,0,1836,0,0,391,15.9,222,9.0,1848,75.1,451,71175,36047010802,37895.6101190241,39185569.446169086,23,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1836,74.6,15.08,0.0,11.5,30.0,0.0,91.8,0.0,0.0,0.0,chinese,20.0,indo_european,11.5,91.8
Census Tract 110,New York,Kings County,15,2629,939,0,4,0,856,0,0,381,14.5,597,22.7,1651,62.8,452,71176,36047011000,61683.634535801226,31703832.805280484,440,9,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,939,35.72,44.71,0.0,0.0,0.0,0.0,142.67,0.0,0.0,0.0,spanish,21.0,spanish,44.71,44.71
Census Tract 112,New York,Kings County,15,5925,1743,81,502,0,1065,0,46,842,14.2,1818,30.7,3265,55.1,453,71177,36047011200,61683.634535801226,31703832.805280484,1635,11,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,1743,29.42,83.0,40.5,0.0,0.0,0.0,177.5,0.0,0.0,0.0,spanish,21.0,french,40.5,83.0
Census Tract 114,New York,Kings County,20,3749,553,0,50,10,902,0,0,1018,27.2,1099,29.3,1632,43.5,454,71178,36047011400,37895.6101190241,39185569.446169086,1179,37,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,indo_european,1179,31.45,46.08,0.0,589.5,50.0,5.0,45.1,0.0,0.0,0.0,chinese,20.0,arabic,5.0,589.5
Census Tract 116,New York,Kings County,20,3108,398,0,32,0,2235,25,0,321,10.3,462,14.9,2325,74.8,455,71179,36047011600,37895.6101190241,39185569.446169086,56,41,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,2235,71.91,33.17,0.0,28.0,32.0,0.0,111.75,0.0,0.0,0.0,chinese,20.0,indo_european,28.0,111.75
Census Tract 117,New York,Kings County,15,2915,831,4,52,0,77,8,0,1778,61.0,492,16.9,645,22.1,456,71180,36047011700,61683.634535801226,31703832.805280484,161,4,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,831,28.51,39.57,2.0,0.0,0.0,0.0,12.83,0.0,0.0,0.0,spanish,21.0,french,2.0,39.57
Census Tract 118,New York,Kings County,20,1863,154,0,0,10,1333,0,9,311,16.7,288,15.5,1264,67.8,457,71181,36047011800,37895.6101190241,39185569.446169086,29,17,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,1333,71.55,12.83,0.0,14.5,0.0,5.0,66.65,0.0,0.0,0.0,chinese,20.0,arabic,5.0,66.65
Census Tract 119.01,New York,Kings County,13,1334,150,25,33,13,64,12,0,983,73.7,250,18.7,101,7.6,458,71182,36047011901,34568.56308639238,16960197.7908476,35,19,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,spanish,150,11.24,30.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,french,8.33,30.0
Census Tract 119.02,New York,Kings County,15,0,0,0,0,0,0,0,0,0,,0,,0,,459,71183,36047011902,61683.634535801226,31703832.805280484,0,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,21.0,,,0.0
Census Tract 120,New York,Kings County,20,1157,198,4,8,0,743,0,8,89,7.7,227,19.6,841,72.7,460,71184,36047012000,37895.6101190241,39185569.446169086,81,26,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,743,64.22,16.5,0.0,40.5,8.0,0.0,37.15,0.0,0.0,0.0,chinese,20.0,slavic,8.0,37.15
Census Tract 121,New York,Kings County,15,1949,490,20,47,8,46,0,0,1277,65.5,495,25.4,177,9.1,461,71185,36047012100,61683.634535801226,31703832.805280484,32,29,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,490,25.14,23.33,10.0,0.0,0.0,0.0,7.67,0.0,0.0,0.0,spanish,21.0,chinese,7.67,23.33
Census Tract 122,New York,Kings County,20,4339,1955,22,71,0,1429,0,22,631,14.5,690,15.9,3018,69.6,462,71186,36047012200,37895.6101190241,39185569.446169086,162,47,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,1955,45.06,162.92,0.0,81.0,71.0,0.0,71.45,0.0,0.0,0.0,chinese,20.0,slavic,71.0,162.92
Census Tract 126,New York,Kings County,20,2637,508,49,53,637,538,0,0,563,21.4,944,35.8,1130,42.9,463,71187,36047012600,37895.6101190241,39185569.446169086,240,49,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,arabic,637,24.16,42.33,0.0,120.0,53.0,318.5,26.9,0.0,0.0,0.0,chinese,20.0,chinese,26.9,318.5
Census Tract 127,New York,Kings County,13,4006,695,47,9,0,42,29,30,3045,76.0,704,17.6,257,6.4,464,71188,36047012700,34568.56308639238,16960197.7908476,41,68,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,spanish,695,17.35,139.0,15.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,french,15.67,139.0
Census Tract 128.01,New York,Kings County,20,1781,182,0,49,143,855,0,0,445,25.0,464,26.1,872,49.0,465,71189,36047012801,37895.6101190241,39185569.446169086,27,80,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,855,48.01,15.17,0.0,13.5,49.0,71.5,42.75,0.0,0.0,0.0,chinese,20.0,indo_european,13.5,42.75
Census Tract 129.01,New York,Kings County,13,2161,348,50,25,28,24,37,0,1560,72.2,426,19.7,175,8.1,466,71190,36047012901,34568.56308639238,16960197.7908476,55,34,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,spanish,348,16.1,69.6,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,french,16.67,69.6
Census Tract 129.02,New York,Kings County,13,3154,245,105,0,0,50,58,48,2562,81.2,482,15.3,110,3.5,467,71191,36047012902,34568.56308639238,16960197.7908476,63,23,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,spanish,245,7.77,49.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,french,35.0,49.0
Census Tract 130,New York,Kings County,20,4828,1117,0,63,1059,275,51,49,1963,40.7,1671,34.6,1194,24.7,468,71192,36047013000,37895.6101190241,39185569.446169086,171,80,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,1117,23.14,93.08,0.0,85.5,63.0,529.5,13.75,0.0,0.0,0.0,chinese,20.0,chinese,13.75,93.08
Census Tract 131,New York,Kings County,13,3135,274,105,53,7,52,7,10,2516,80.3,494,15.8,125,4.0,469,71193,36047013100,34568.56308639238,16960197.7908476,88,23,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,spanish,274,8.74,54.8,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,french,35.0,54.8
Census Tract 132,New York,Kings County,20,2195,128,0,43,237,626,0,0,578,26.3,824,37.5,793,36.1,470,71194,36047013200,37895.6101190241,39185569.446169086,545,38,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,626,28.52,10.67,0.0,272.5,43.0,118.5,31.3,0.0,0.0,0.0,chinese,20.0,spanish,10.67,31.3
Census Tract 133,New York,Kings County,13,3904,317,108,86,24,168,10,81,2986,76.5,778,19.9,140,3.6,471,71195,36047013300,34568.56308639238,16960197.7908476,105,19,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,spanish,317,8.12,63.4,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,french,36.0,63.4
Census Tract 134,New York,Kings County,20,3871,454,0,79,439,778,0,19,1968,50.8,951,24.6,952,24.6,472,71196,36047013400,37895.6101190241,39185569.446169086,105,29,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,778,20.1,37.83,0.0,52.5,79.0,219.5,38.9,0.0,0.0,0.0,chinese,20.0,spanish,37.83,38.9
Census Tract 135,New York,Kings County,15,3496,253,34,13,0,115,31,31,2883,82.5,477,13.6,136,3.9,473,71197,36047013500,61683.634535801226,31703832.805280484,97,39,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,253,7.24,12.05,17.0,0.0,0.0,0.0,19.17,0.0,0.0,0.0,spanish,21.0,spanish,12.05,12.05
Census Tract 136,New York,Kings County,20,3556,607,22,90,150,114,0,127,1917,53.9,1322,37.2,317,8.9,474,71198,36047013600,37895.6101190241,39185569.446169086,488,41,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,607,17.07,50.58,0.0,244.0,90.0,75.0,5.7,0.0,0.0,0.0,chinese,20.0,chinese,5.7,50.58
Census Tract 137,New York,Kings County,15,2922,269,123,17,17,20,25,11,2352,80.5,447,15.3,123,4.2,475,71199,36047013700,61683.634535801226,31703832.805280484,74,14,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,269,9.21,12.81,61.5,0.0,0.0,0.0,3.33,0.0,0.0,0.0,spanish,21.0,chinese,3.33,12.81
Census Tract 138,New York,Kings County,20,3452,440,26,99,251,311,0,186,1852,53.7,1133,32.8,467,13.5,476,71200,36047013800,37895.6101190241,39185569.446169086,250,37,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,440,12.75,36.67,0.0,125.0,99.0,125.5,15.55,0.0,0.0,0.0,chinese,20.0,chinese,15.55,36.67
Census Tract 139,New York,Kings County,15,3319,251,91,122,6,158,0,0,2414,72.7,729,22.0,176,5.3,477,71201,36047013900,61683.634535801226,31703832.805280484,253,24,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,indo_european,253,7.62,11.95,45.5,0.0,0.0,0.0,26.33,0.0,0.0,0.0,spanish,21.0,spanish,11.95,0.0
Census Tract 140,New York,Kings County,20,1815,21,0,92,344,154,20,0,898,49.5,429,23.6,488,26.9,478,71202,36047014000,37895.6101190241,39185569.446169086,257,29,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,arabic,344,18.95,1.75,0.0,128.5,92.0,172.0,7.7,0.0,0.0,0.0,chinese,20.0,spanish,1.75,172.0
Census Tract 141.01,New York,Kings County,15,1263,83,24,61,5,41,47,13,945,74.8,280,22.2,38,3.0,479,71203,36047014101,61683.634535801226,31703832.805280484,27,17,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,83,6.57,3.95,12.0,0.0,0.0,0.0,6.83,0.0,0.0,0.0,spanish,21.0,spanish,3.95,3.95
Census Tract 141.02,New York,Kings County,15,1846,334,34,46,0,46,0,20,1045,56.6,422,22.9,379,20.5,480,71204,36047014102,61683.634535801226,31703832.805280484,147,174,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,334,18.09,15.9,17.0,0.0,0.0,0.0,7.67,0.0,0.0,0.0,spanish,21.0,chinese,7.67,15.9
Census Tract 142,New York,Kings County,20,3186,484,27,128,518,344,0,0,1270,39.9,1049,32.9,867,27.2,481,71205,36047014200,37895.6101190241,39185569.446169086,383,32,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,arabic,518,16.26,40.33,0.0,191.5,128.0,259.0,17.2,0.0,0.0,0.0,chinese,20.0,chinese,17.2,259.0
Census Tract 143,New York,Kings County,15,3507,690,0,22,25,216,0,0,2509,71.5,690,19.7,308,8.8,482,71206,36047014300,61683.634535801226,31703832.805280484,31,14,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,690,19.67,32.86,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,spanish,21.0,spanish,32.86,32.86
Census Tract 145,New York,Kings County,15,4088,651,11,62,12,112,0,31,3056,74.8,599,14.7,433,10.6,483,71207,36047014500,61683.634535801226,31703832.805280484,104,49,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,651,15.92,31.0,5.5,0.0,0.0,0.0,18.67,0.0,0.0,0.0,spanish,21.0,french,5.5,31.0
Census Tract 147,New York,Kings County,15,2052,127,13,17,40,37,0,66,1681,81.9,328,16.0,43,2.1,484,71208,36047014700,61683.634535801226,31703832.805280484,59,12,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,127,6.19,6.05,6.5,0.0,0.0,0.0,6.17,0.0,0.0,0.0,spanish,21.0,spanish,6.05,6.05
Census Tract 148,New York,Kings County,20,1227,232,15,13,9,262,0,0,550,44.8,303,24.7,374,30.5,485,71209,36047014800,37895.6101190241,39185569.446169086,146,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,262,21.35,19.33,0.0,73.0,13.0,4.5,13.1,0.0,0.0,0.0,chinese,20.0,arabic,4.5,13.1
Census Tract 149.01,New York,Kings County,15,1451,75,39,5,19,3,9,0,1290,88.9,140,9.6,21,1.4,486,71210,36047014901,61683.634535801226,31703832.805280484,4,7,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,75,5.17,3.57,19.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,spanish,21.0,chinese,0.5,3.57
Census Tract 149.02,New York,Kings County,15,4220,662,0,236,0,138,54,22,2898,68.7,1035,24.5,287,6.8,487,71211,36047014902,61683.634535801226,31703832.805280484,170,40,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,662,15.69,31.52,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,spanish,21.0,chinese,23.0,31.52
Census Tract 150,New York,Kings County,20,1525,86,0,18,0,281,0,1,865,56.7,334,21.9,326,21.4,488,71212,36047015000,37895.6101190241,39185569.446169086,252,22,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,chinese,281,18.43,7.17,0.0,126.0,18.0,0.0,14.05,0.0,0.0,0.0,chinese,20.0,spanish,7.17,14.05
Census Tract 151,New York,Kings County,15,3919,169,114,81,10,116,19,0,3172,80.9,660,16.8,87,2.2,489,71213,36047015100,61683.634535801226,31703832.805280484,178,60,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,indo_european,178,4.54,8.05,57.0,0.0,0.0,0.0,19.33,0.0,0.0,0.0,spanish,21.0,spanish,8.05,0.0
Census Tract 152,New York,Kings County,20,2476,172,0,127,455,256,22,6,1128,45.6,812,32.8,536,21.6,490,71214,36047015200,37895.6101190241,39185569.446169086,196,114,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,arabic,455,18.38,14.33,0.0,98.0,127.0,227.5,12.8,0.0,0.0,0.0,chinese,20.0,chinese,12.8,227.5
Census Tract 153,New York,Kings County,15,2497,41,58,1,0,23,10,0,2239,89.7,235,9.4,23,0.9,491,71215,36047015300,61683.634535801226,31703832.805280484,106,19,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,indo_european,106,4.25,1.95,29.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,spanish,21.0,spanish,1.95,0.0
Census Tract 154,New York,Kings County,20,0,0,0,0,0,0,0,0,0,,0,,0,,492,71216,36047015400,37895.6101190241,39185569.446169086,0,0,2.0,20.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chinese,20.0,,,0.0
Census Tract 155,New York,Kings County,15,3314,245,83,201,0,25,8,0,2570,77.5,642,19.4,102,3.1,493,71217,36047015500,61683.634535801226,31703832.805280484,152,30,0.0,6.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,spanish,245,7.39,11.67,41.5,0.0,0.0,0.0,4.17,0.0,0.0,0.0,spanish,21.0,chinese,4.17,11.67
Census Tract 157,New York,Kings County,13,4333,152,149,246,0,33,53,0,3434,79.3,750,17.3,149,3.4,494,71218,36047015700,34568.56308639238,16960197.7908476,237,29,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,slavic,246,5.68,30.4,49.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,5.0,spanish,30.4,0.0
